title,description,genre
percy jackson &amp; the olympians: the lightning thief,"Potomek Posejdona, nastolatek Percy Jackson, wraz ze swoimi przyjaciółmi wyrusza w podróż, aby odnaleźć Piorun Zeusa. ",fantasy
terminator 2: judgment day,"Terminator T-800 ma za zadanie uchronić od śmierci Johna Connora, który w przyszłości poprowadzi ludzi do walki przeciwko maszynom.",action
the dresser, W czasach powszechnego upadku i rozpadu całego ładu światowego (II wojna światowa) także teatr przeżywa swój kryzys. Większość z młodych aktorów została powołana do... ,drama
the croods,"Do prehistorycznego świata przybywa geniusz z rewolucyjnym wynalazkiem, jakim jest... ogień.",animation
stop! or my mom will shoot,W życie prywatne i zawodowe detektywa Joe'a Bomowskiego wkracza jego&nbsp;nadopiekuńcza&nbsp;matka.,comedy
de fem benspnd," Najnowsze dzieło Larsa von Triera, wielkiego manipulatora współczesnego kina, to prowokacja zacierająca granicę między fabułą a dokumentem. Tym razem von Trier wciągnął... ",documentary
suicide squad,Amanda Waller na polecenie rządu USA tworzy drużynę składającą się z przestępców.,action
prom night,Bal maturalny z najpiękniejszej nocy życia przeradza się w piekło. ,horror
godsend,"Gdy ośmioletni Adam ginie w wypadku samochodowym, kontrowersyjny naukowiec tworzy zrozpaczonym rodzicom klona ich synka. ",drama
facet potrzebny od zaraz,Młoda singielka postanawia odszukać swoich byłych partnerów i ponownie się z nimi spotkać.,comedy
"belle et sebastien, laventure continue","Gdy Sebastian dowiaduje się, że awionetka z jego przyjaciółką zaginęła, wyrusza na poszukiwania. Towarzyszy mu nieodłączny pies - Bella. ",family
little manhattan,"Kiedy 11-letni Gabe zakochuje się w byłej koleżance z przedszkola, musi nie tylko poradzić sobie z nieznanym dotąd uczuciem, ale i rozwodem rodziców. ",family
the i inside,"Simon po przebudzeniu odkrywa, że może przemieszczać się w czasie.",crime
the texas chainsaw massacre,"Po niemal 50 latach w ukryciu Leatherface powraca, aby terroryzować grupę młodych idealistów, którzy przypadkiem zakłócają spokój jego starannie chronionego świata w sennym teksańskim miasteczku.",horror
dumb and dumber to,"Zwariowani przyjaciele&nbsp;udają się na poszukiwania nieślubnej córki Harry'ego, który potrzebuje przeszczepu nerki.",comedy
mindhunters,Uczestnicy szkolenia z kryminalistyki walczą o życie na opuszczonej wyspie. ,crime
kubo and the two strings,"Po wizycie ducha z przeszłości, chłopiec o imieniu Kubo wyrusza w niebezpieczną podróż, by odnaleźć legendarną zbroję.",animation
21 x nowy jork,Piotr Stasik dokumentuje amerykańską metropolię obserwując pasażerów nowojorskiego metra. ,documentary
the matrix reloaded,Maszyny chcą zniszczyć Syjon. Neo wyrusza z misją ocalenia ostatniego miasta ludzi. ,action
battle: los angeles,"Dowodzony przez sierżanta Nantza oddział żołnierzy piechoty morskiej broni Los Angeles przed kosmicznymi najeźdźcami, którzy pragną unicestwić ludzkość. ",action
safelight," Dramat o dojrzewaniu rozgrywający się w latach 70. XX wieku. Charles (Evan Peters), młody chłopak z porażeniem mózgowym, opiekuje się swoim umierającym ojcem. Aby zarobić... ",drama
shrek 2,"Shrek i Fiona postanawiają odwiedzić rodziców księżniczki, którzy nie wiedzą jednak, że poślubiła ona ogra, a sama zmieniła się w ogrzycę.",animation
horton hears a who!,"Słoń Horton jako jedyny słyszy mieszkańców mikroskopijnego miasta Ktosiowa. Jego przyjaciele są przekonani, że zwariował. ",animation
kochaj i rob co chcesz,Niedoszły artysta muzyki poważnej postanawia zrobić karierę w branży disco-polo.,comedy
shrek the third,"Shrek i Fiona nie czują się dobrze w roli pary królewskiej, więc ogr wyrusza na poszukiwanie innego następcy tronu.",animation
insensibles,"Wypadek samochodowy i konieczność przeszczepu powodują, że David odkrywa, iż jest adoptowany. Prywatne śledztwo w poszukiwaniu prawdziwej tożsamości prowadzi go do mrocznych czasów wojny domowej. ",fantasy
this is it,"Dokument ukazuje przygotowania Michaela Jacksona do serii pięćdziesięciu koncertów, które miały odbyć się w Londynie.",documentary
shaun the sheep movie,"Baranek Shaun wyrusza w pełną niebezpieczeństw i przygód wyprawę do miasta, aby ratować z tarapatów gospodarza swojej farmy. ",animation
daddy day camp," Sequel hitu ""Małolaty u taty"". Dwóch tatusiów, Charlie Hinton (Cuba Gooding Jr.) i Phil Ryerson (Paul Rae), w kolejnej przygodzie z bandą dzieciaków. Tym razem przyjmują... ",family
popek za zycia,"Dokument przedstawia polskiego rapera Pawła ""Popka"" Mikołajuwa, który jest bożyszczem nastolatków, jego życie prywatne, jak i również zawodowe. ",documentary
rings,"By uratować swojego chłopaka, Julia postanawia obejrzeć tajemniczą kasetę wideo. Wkrótce dowiaduje się, że zostało jej siedem dni życia.",horror
bumblebee,"Autobot Bumblebee uciekając z Cybertronu dociera na Ziemię, gdzie poznaje nastoletnią Charlie. ",action
tuck everlasting,"Nastoletnia Winnie trafia pod dach nieśmiertelnej rodziny Tucków i zakochuje się Jessem. Dziewczyna musi podjąć decyzję - chce z nimi pozostać, czy woli zestarzeć się z własną rodziną. ",family
a dogs journey,Bailey dostaje od swojego ukochanego Ethana nowy cel: ma opiekować się jego wnuczką – CJ. Z biegiem czasu dziewczynka dorasta i wyzwania dla psa stają się coraz większe.,family
the 4th floor,"Jane, projektantka wnętrz, wprowadza się do mieszkania po zmarłej babci. Nowi sąsiedzi nie są jednak przyjaźnie nastawieni. ",thriller
but im a cheerleader,"Rodzice nastoletniej Megan, podejrzewając ją o skłonności homoseksualne, wysyłają dziewczynę na obóz dla osób mających problemy ze sprecyzowaniem własnej orientacji.",comedy
factory girl,"Młoda Edie Sedgwick rzuca studia i udaje się do Nowego Jorku. Tam poznaje artystę Andy'ego Warhola, a następnie zostaje jego muzą.",biography
lucy,Podczas przemytu narkotyków w swoim organizmie Lucy przypadkowo zyskuje nadprzyrodzone zdolności.,action
krolik po berlinsku,Alegoryczny film przedstawiający życie dzikich królików między murami podzielonego Berlina.,documentary
the good son,"Po stracie matki dwunastoletni Mark przyjeżdża do domu stryja, gdzie zauważa, że jego kuzyn jest śmiertelnie&nbsp;niebezpieczny.",thriller
white noise,"Jonathan Rivers nie może pogodzić się ze śmiercią żony, dlatego próbuje nawiązać kontakt z jej duchem poprzez szumy w eterze. ",horror
the departed,Tajny policjant w szeregach grupy przestępczej i informator mafii w bostońskiej jednostce dochodzeniowej toczą ze sobą śmiertelną rozgrywkę.,crime
klimt," Portret austriackego artysty Gustava Klimta, którego niezwykłe obrazy stały się symbolem stylu art nouveau końca XIX i początku XX wieku. ",biography
the princess bride,"Wesley pragnie uratować ukochaną z dzieciństwa, która jest narzeczoną złego księcia Humperdincka.",family
the tale of despereaux,"Mała myszka o nienaturalnie wielkich uszach mieszka w zamku, z upodobaniem czyta książki i pragnie zostać rycerzem.",animation
the imposter,"Dokument przedstawiający młodego Francuza, który stara się przekonać rodzinę, że jest ich zaginionym synem.",biography
dragonheart,"Ocalony przez smoka książę staje się złym i bezwzględnym królem, którego dotychczasowy przyjaciel, rycerz Bowen, próbuje obalić.",fantasy
penthouse north,"Niewidoma kobieta zostaje napadnięta przez mężczyznę sądzącego, że w jej mieszkaniu znajdują się drogocenne diamenty.",thriller
captive state," Dziesięć lat po kosmicznej inwazji na Ziemi rządzą Obcy, a większość jej mieszkańców pogodziła się z podbojem. Kierujący policją Chicago William Mulligan (John Goodman)... ",thriller
jumanji: the next level,"Spencer ponownie trafia do świata Jumanji. Z pomocą przychodzą mu przyjaciele, bez których wydostanie się z gry jest niemożliwe.",fantasy
x-men: days of future past,"Bezlitośnie tropieni przez Strażników mutanci wysyłają Wolverina do 1973 roku. Aby próba zmiany historii się powiodła, skonfrontowani ze sobą młodzi Charles Xavier i Magneto muszą nawiązać współpracę. ",action
nightwatching," Akcja filmu rozpoczyna się w 1642, w roku w którym Rembrandt przyjmuje zamówienie na grupowy portret amsterdamskiej kompanii strzeleckiej. Obraz ten nazwany ""Straż... ",biography
the muppets,"Muppety ponownie się jednoczą i dają na scenie popis swoich talentów, by uzbierać środki niezbędne do uratowania starego teatru.",family
in search of a midnight kiss,"Nadchodzi Sylwester. Przygnębiony nieudanym rokiem mężczyzna, za namową przyjaciela, umawia się na randkę przez Internet. ",comedy
sherlock holmes: a game of shadows,Druga odsłona przygód genialnego detektywa Sherlocka Holmesa i jego przyjaciela dra Johna Watsona. Tym razem bohaterowie są na tropie profesora Jamesa Moriarty'ego.,crime
tt3d: closer to the edge," „Motocykle 3D: Jazda na krawędzi” - najlepiej sprzedająca się produkcja dokumentalna w historii brytyjskiej kinematografii. To opowieść o pasji, wolności wyboru i woli... ",documentary
freaks of nature,Dwoje nastolatków łączy siły z wampirami i zombie w celu pokonania kosmitów. ,horror
harry potter and the chamber of secrets,Uczniom i nauczycielom słynnej szkoły magii grozi niebezpieczeństwo. Tylko młody czarodziej Harry może przywrócić dawny porządek. ,family
warcraft,Pomiędzy rasami orków i ludzi wybucha krwawa wojna o terytorium.,fantasy
chinatown,Prywatny detektyw rozwiązuje wyjątkowo skomplikowaną sprawę rodziny Mulwrayów.&nbsp;,crime
thx 1138,"Tytułowy bohater postanawia uciec z antyutopijnego świata, w którym myśli są prześwietlane, a miłość jest największą zbrodnią.",drama
the girl on the train,"Rachel codziennie podróżuje do pracy tą samą trasą kolejową, obserwując przydrożne domy. Gdy mieszkanka jednego z nich znika, kobieta postanawia zeznać, co widziała.",thriller
fantastic beasts: the secrets of dumbledore,Grindelwald wraz ze swoją armią dąży do przejęcia władzy na świecie. Dumbledore i Newt z pomocą przyjaciół chcą temu zapobiec. ,family
a midsummer nights dream," Ekranizacja sztuki Szekspira. Trwają przygotowania do ślubu toskańskiego księcia Tezeusza (David Strathairn) z Hipolitą (Sophie Marceau), której narzucona została wola... ",fantasy
de behandeling,"Dziewięcioletni Nick przechodzi załamanie, kiedy znika jego młodszy brat Bjorn. Wiele lat później jako detektyw rozpoczyna śledztwo w sprawie ataku na rodzinę Simonsów i porwania ich syna. ",thriller
final destination 3,"Przeczucie śmiertelnego wypadku na rollercoasterze ratuje licealistkę i jej grupę znajomych. Śmierć chce wyrównać rachunki na tych, którzy uciekli przed swoim przeznaczeniem. ",horror
flypaper,"Tripp Kennedy pragnie rozmienić pieniądze. Pech sprawia, że na bank, do którego wchodzi, napadają dwie ekipy rabusiów.",comedy
deck the halls,"Steve jak co roku szykuje imponujące świąteczne dekoracje. Tym razem zyskuje godnego siebie rywala, sąsiada Buddy'ego.",family
spanish movie,"Ramira podejmuje pracę jako gosposia i niania. Szybko jednak dochodzi do tragedii, w dodatku okazuje się, że w domu dzieje się wiele niecodziennych zjawisk.",comedy
the eyes of tammy faye," Film ""Oczy Tammy Faye"" przybliża niezwykłą historię sukcesów i niepowodzeń telewizyjnej ewangelistki Tammy Faye Bakker. W latach 70. i 80. ubiegłego stulecia Tammy Faye i... ",biography
friday the 13th: the final chapter,"Jason wciąż żyje. Po przebudzeniu się w kostnicy zabija koronera i pielęgniarkę, a następnie wraca nad jezioro.",horror
the man,"Agent federalny zmuszony jest współpracować z gadatliwym sprzedawcą, aby wykonać swoje zadanie. ",comedy
milosc,"20-letnia historia pięciu muzyków – Tymański, Możdżer, Trzaska, Olter, Sikała – którzy postanowili założyć zespół i zrobić muzyczną rewolucję.&nbsp; ",biography
mississippi burning,Agenci FBI prowadzą śledztwo dotyczące morderstwa trzech młodych członków ruchu na rzecz ochrony praw człowieka. ,drama
the flintstones,"Fred Flinstone otrzymuje upragniony awans, co niekorzystnie wpływa na jego relacje z żoną i przyjaciółmi.",family
catwoman,"Nieśmiała plastyczka wpada na trop afery w firmie kosmetycznej, co przypłaca życiem. Odradzając się jako Kobieta-Kot, rozpoczyna prywatną wendetę.",fantasy
commando,"John Matrix, były żołnierz oddziałów specjalnych, rozpoczyna prywatną wojnę przeciwko ludziom, którzy porwali jego córkę.",action
le gendarme de saint-tropez,Nerwowy i surowy sierżant zostaje przydzielony do posterunku policji w Saint-Tropez. Postanawia pozbyć się nudystów z okolicznych plaż. ,comedy
czarny mercedes,Zostaje zamordowana piękna żona szanowanego adwokata. Sprawę tajemniczego zabójstwa próbuje rozwikłać nadkomisarz Rafał Król.,crime
mortal kombat,"Siły zła chcą podbić Ziemię. Aby to uczynić, muszą pokonać ziemskich wojowników w Mortal Kombat, turnieju na śmierć i życie. ",fantasy
david attenborough: a life on our planet,"Legendarny narrator wspomina swoje życie i&nbsp;opowiada o&nbsp;ewolucji życia na&nbsp;Ziemi, ubolewając nad zanikiem dzikiej przyrody i&nbsp;dzieląc się swoją wizją przyszłości.",documentary
puss in boots,"Kot w Butach wraz z kompanami organizuje skok, mający na celu znalezienie i porwanie mitycznej gęsi znoszącej złote jaja.",animation
indignation," Zrealizowany na podstawie słynnej powieści Philipa Rotha film ""Wzburzenie - opowieść o dojrzewaniu"" ukazuje losy Marcusa Messnera (Logan Lerman), wzorowego ucznia i... ",drama
unicorn store,"Ekscentryczna malarka wylatuje ze&nbsp;szkoły i&nbsp;zaczyna nudną pracę w&nbsp;biurze, ale pewnego dnia staje przed szansą na&nbsp;spełnienie życiowego marzenia - adoptowania jednorożca.",comedy
dont look now,"John i Laura Baxterowie podczas wakacji w Wenecji spotykają dwie kobiety. Jedna z nich twierdzi, że widzi ducha ich zmarłej córki. ",horror
three amigos!,Trzech hollywoodzkich aktorów zostaje zaangażowanych do ochrony przez mieszkańców wioski. ,comedy
tangled ever after,"Podczas ślubu Roszpunki i Julka koń Max niechcący upuszcza obrączki. Wraz z kameleonem Pascalem stara się je złapać, nim ceremonia osiągnie punkt kulminacyjny. ",animation
transcendence,Pracujący nad stworzeniem sztucznej inteligencji naukowiec zostaje postrzelony przez przeciwników. Zdesperowana żona podejmuje próbę przeniesienia jego umysłu z umierającego ciała do komputera.,drama
thor: the dark world,"Bóg Thor powraca, by ratować Ziemię, której zagraża starożytna rasa dowodzona przez żądnego zemsty niszczyciela.",fantasy
kill command,"Oddział żołnierzy przybywa do placówki treningowej odbyć symulację pola walki z obdarzonymi sztuczną inteligencją robotami. Wkrótce orientują się, że wpadli w pułapkę.",horror
million dollar arm,Agent sportowy próbuje pozyskać utalentowanego gracza krykieta z Azji do klubu w MLB. ,biography
killing them softly,"Jackie Cogan, płatny zabójca, zostaje wynajęty, by odzyskać pieniądze skradzione podczas mafijnej gry w pokera i wymierzyć karę sprawcom.&nbsp;",crime
psy 3. w imie zasad,"Po 25 latach odsiadki Franz Maurer wkracza w nową Polskę, gdzie nic nie jest takie, jak zapamiętał. Wkrótce ponownie spotyka Nowego.",thriller
monster house," 12-letni DJ Walters od dzieciństwa obserwował dom Nebbercrackerów i od dawna podejrzewał, że z tym domem jest coś nie tak. Zauważył, że coraz więcej rzeczy z otoczenia... ",animation
wild,"Młoda kobieta postanawia uporać się ze śmiercią matki i rozpadem małżeństwa, wyruszając w pieszą wędrówkę obejmującą tysiąc mil. ",biography
rozmowy noca,"Matylda po wielu miłosnych rozczarowaniach postanawia porzucić poszukiwania tego jedynego, ale marzy o dziecku. Daje do gazety dość nietypowe ogłoszenie, na które odpowiada Bartek.",comedy
just cause,"Skazany na karę śmierci więzień prosi o pomoc znanego profesora prawa, by dowiódł jego niewinności. Rozpoczęte od nowa śledztwo napotyka wiele przeszkód. ",crime
fantomas contre scotland yard,"Fantomas&nbsp;chce ukraść pieniądze Szkotom. Nie wie jednak, że jego śladem podąża francuski komisarz Juve, który zastawia na niego pułapkę.",fantasy
janis: little girl blue,Dokument opowiadający o dzieciństwie Janis Joplin naznaczonym bolesnym odrzuceniem i poczuciem niedopasowania. Przywołuje też czasy rozkwitu kariery piosenkarki.,biography
man som hatar kvinnor,"Doświadczony dziennikarz śledczy i młoda hakerka starają się rozwikłać zagadkę zaginięcia 16-letniej dziewczyny, do którego doszło czterdzieści lat wcześniej. ",crime
bride of chucky,"Tiffany wskrzesza do życia lalkę, w której znajduje się dusza psychopatycznego mordercy.",horror
in the name of the king: a dungeon siege tale,"Gdy syn Farmera ginie z rozkazu złego maga Galliana, mężczyzna wyrusza na wojnę, by stawić czoło wojskom żądnego władzy tyrana. ",fantasy
er ist wieder da,"Kiedy po&nbsp;70 latach Adolf Hitler budzi się w&nbsp;miejscu, gdzie niegdyś stał jego bunkier, zostaje wzięty za&nbsp;genialnego komika i&nbsp;staje się fenomenem medialnym.",comedy
nuit et brouillard," ""Noc i mgła"" to jeden pierwszych filmów dokumentalnych poświęconych obozom śmierci w nazistowskich Niemczech. Alain Resnais łączy w nim archiwalne nagrania wykonane w... ",documentary
sister act 2: back in the habit,"Deloris, chcąc pomóc swoim przyjaciółkom wyjść z kłopotów finansowych, ponownie przywdziewa habit i zostaje nauczycielką muzyki w szkole.",comedy
the tinder swindler,"Podając się za bogatego potentata diamentów, uwodził kobiety w sieci, a następnie wyłudzał od nich miliony dolarów. Teraz niektóre ofiary planują zemstę. ",documentary
crooked house,"Prywatny detektyw pracuje nad rozwiązaniem zagadki śmierci dziadka swojej byłej dziewczyny, zanim zrobi to Scotland Yard i ujawni rodzinne tajemnice.",crime
batman returns,"Gotham zagraża obłąkany Pingwin, który łączy siły z potentatem przemysłowym Maxem Shreckiem oraz Kobietą-Kotem. Jedynie Batman może ich powstrzymać. ",action
beethovens 2nd,"Beethoven, bernardyn państwa Newtonów, zakochuje się w Missy i wkrótce przychodzą na świat ich szczenięta. Właścicielka suczki nie ma względem psów dobrych zamiarów.",family
operation christmas drop,Podczas prac służących zamknięciu tropikalnej bazy lotniczej i&nbsp;zakończeniu świątecznej tradycji pryncypialna asystentka kongresmenki zakochuje się w&nbsp;dowódcy jednostki.,comedy
the hobbit: the battle of the five armies,"Podczas gdy Smok Smaug niszczy miasto Esgaroth, armie Śródziemia szykują się do wojny.",fantasy
klaus,"Początkujący listonosz zostaje wysłany na niewielką wyspę za kołem podbiegunowym. Jej mieszkańcy są ze sobą skłóceni, a - co gorsza - nikt nie wysyła tam listów.",animation
asterix et obelix contre cesar,"Mieszkańcy galijskiej wioski stawiają opór Rzymianom dzięki magicznemu napojowi, który daje im nadludzką siłę. Gdy Cezar porywa druida znającego recepturę trunku, na ratunek wyruszają Asterix i Obelix.",family
his house,Para młodych uchodźców próbuje od nowa ułożyć sobie życie w&nbsp;Anglii. Ich wysiłki niweczy jednak upiorna siła związana z&nbsp;horrorem wojny w&nbsp;ich ojczystym Sudanie Południowym.,horror
x-men,Ekranizacja popularnej serii komiksów o obdarzonych nadnaturalnymi zdolnościami mutantach. Schronienie przed prześladowaniami ze strony ludzi znajdują w specjalnej szkole profesora Charlesa Xaviera.,action
the polka king,"Jan Lewan, muzyk polskiego pochodzenia, pragnie zasmakować amerykańskiego snu i nakłania fanów do zainwestowania w piramidę finansową.",comedy
power rangers,"Uczniowie szkoły średniej wykorzystują swoje unikalne zdolności, by uratować świat. ",action
dancer,"Fascynująca opowieść o wielkiej pasji, morderczej pracy, ogromnym sukcesie, wypaleniu i odkrywaniu siebie na nowo. Bohaterem filmu jest Siergiej Połunin zwany „chuliganem baletu”.",documentary
anything else,"Jerry zaprzyjaźnia się ze starszym mężczyzną, który pomaga mu przeciwstawić się lękom i odzyskać ukochaną.",comedy
happy feet two,"Taneczna pasja Mambo zostaje zaakceptowana przez rozśpiewane stado. Teraz chciałby zarazić nią swego syna Erica, który nie okazuje w tej kwestii entuzjazmu, gdyż marzy o lataniu.",animation
my octopus teacher,"Historia nietypowej przyjaźni pewnego filmowca i&nbsp;ośmiornicy zamieszkującej południowoafrykański las wodorostów, która zdradza mu tajemnice tego świata.",documentary
il etait une foret,"Film pokazuje cykl lasów pierwotnych i wtórnych rosnących w Peru i Gabonie, uznanych za ""zielone płuca"" naszej planety.",documentary
the squid and the whale,Bernard i Joan postanawiają się rozstać. Ich dwaj synowie na swój sposób przeżywają separację rodziców. ,drama
mercy,"Samotna matka i jej synowie pomagają schorowanej babci, która jest kimś więcej, niż mogłoby się wydawać na pierwszy rzut oka.",horror
mononoke-hime,"Książę małej wioski zostaje przeklęty przez demona. Wyrusza w podróż, by poprosić legendarnego boga zwierząt o zdjęcie uroku. ",fantasy
hold om mig,Kilku chłopców symuluje gwałt na szkolnej koleżance. Jedna z przyglądających się scenie uczennic nagrywa wszystko telefonem komórkowym.,drama
oblivion,"Rok 2077, z powodu napromieniowania Ziemi ludzie przenieśli się na księżyc Saturna, Tytana. Jack Harper wpada na trop zagadki, która całkowicie zmienia jego światopogląd i przyszłość ludzkości.",action
beverly hills chihuahua,"Rozpieszczony piesek Chloe wyrusza w podróż do Meksyku. Gdy gubi swoją opiekunkę, zostaje zdany na siebie.",family
superman iii,"Pechowy, lecz genialny haker tworzy maszynę, która może zabić Supermana.",action
the wolf of wall street,"Historia Jordana Belforta, brokera, którego błyskawiczna droga na szczyt i rozrzutny styl życia wzbudziły zainteresowanie FBI.",biography
the fourth kind,"Mieszkająca na Alasce psycholog próbuje rozwiązać sprawę zaginięć mieszkańców. Wkrótce odkrywa, że kilkoro jej pacjentów cierpi na przypadłość, która wiąże się z tajemniczymi zniknięciami. ",thriller
nanny mcphee and the big bang," Akcja filmu rozgrywa się sto lat po wydarzeniach z ""Niani"". Obdarzona magicznymi umiejętnościami niania (Emma Thompson) opiekuje się dziećmi pochodzącymi ze wsi i miasta,... ",family
never back down: no surrender,"Były zawodnik MMA Case Walker powraca, aby ponownie zostać mistrzem.",action
kill the messenger,Reporter pracujący dla San Jose Mercury News postanawia ujawnić powiązania CIA z organizacją przemycającą kokainę z Nikaragui do Kalifornii.,biography
gotham city sirens,"Trzy najbardziej znane przestępczynie w mieście Gotham - Harley Quinn, Kobieta-Kot i Trujący Bluszcz - łączą swoje siły, aby wykonać niebezpieczną misję.",action
dnevnoy dozor,"Na czele sił Światła i Ciemności stają potężni Wielcy, którzy dążą do ostatecznej bitwy. Anton stara się zapobiec nadchodzącej Apokalipsie. ",fantasy
milk,"Historia Harvey'a Milka, amerykańskiego aktywisty i pierwszego homoseksualisty, który zasiadał we władzach miejskich Kalifornii.",biography
sucker punch,Lata 50. Baby Doll zostaje zamknięta w zakładzie psychiatrycznym przez ojca. Podczas pobytu pacjentka tworzy alternatywny świat we własnej głowie.,fantasy
malignant,"Madison jest sparaliżowana szokującymi wizjami makabrycznych morderstw, a jej udręka pogarsza się, gdy odkrywa, że to rzeczywistość. ",horror
tusk,Młody mężczyzna poszukuje swojego przyjaciela w lasach Kanady. Towarzyszy mu dziewczyna zaginionego.,horror
echelon conspiracy,"W ręce specjalisty od zabezpieczeń komputerowych trafia telefon, a wraz z nim wiadomości umożliwiające zdobycie dużych pieniędzy. ",thriller
milf,"Trzy przyjaciółki po&nbsp;czterdziestce leczą złamane serca na&nbsp;południu Francji, oddając się gorącym romansom z&nbsp;dużo młodszymi mężczyznami.",comedy
arthur,"Przyzwyczajony do luksusu Arthur musi wybrać pomiędzy małżeństwem z rozsądku, dzięki któremu zachowa majątek, a prawdziwą miłością.",comedy
southland tales," Los Angeles, rok 2008. Kulminacja niespotykanych dotąd upałów przypada na Dzień Niepodległości. Na zaplanowanym tego dnia przyjęciu zbiegają się losy filmowego gwiazdora... ",drama
would you rather,"Zdesperowana Iris postanawia wziąć udział w tajemniczej grze, którą proponuje jej wpływowy i bogaty arystokrata. ",drama
falling inn love,"Pani dyrektor wygrywa zaniedbany hotel w&nbsp;Nowej Zelandii. Ale gdy do&nbsp;pracy bierze się przystojny fachowiec, nie tylko budynek zaczyna wyglądać kwitnąco...",comedy
